id,sourceRef,som_bmu_row,som_bmu_col,som_bmu_distance,cluster_size,cluster_avg_reward,reward_avg,reward_count,reward_rank
204db00582d7e9bd,,12,16,1.01011,30,,,0,1189
2050bdfad99ddf74,,19,5,1.015148,196,,,0,1190
2056f41c3d0e0653,,19,5,0.919406,196,,,0,1191
205d0f177ea377f8,,8,,0.961165,,,,0,1192
206298c621c2f6e1,,19,12,0.923451,127,,,0,1193
206b6bfd56f23122,docs\documents-atlas-index.md#chunk-90,15,10,1.071241,14,,,0,1194
2074ce51a01e3981,,18,4,0.796308,17,,,0,1195
2074fbf6021475d1,,14,12,1.118495,21,,,0,1196
20881199a1b56492,,13,9,0.832581,6,,,0,1197
209bcf82e3c7a9f0,,12,,0.968119,,,,0,1198
20a69c946a709762,,,1,0.672143,,,,0,1199
20af9501efaf62ad,,10,,1.034169,,,,0,1200
20b8c7d140193cd1,,6,15,0.913414,11,,,0,1201
20cb704be5a71d60,,6,3,0.921435,10,,,0,1202
20d37413cf7f9b9f,,8,5,0.948191,11,,,0,1203
20d9d6e53a96c15c,,1,16,0.810944,15,,,0,1204
20dcd0b3c6e3474c,,9,3,1.030861,6,,,0,1205
20e77ab1da913b13,,3,7,0.802552,10,,,0,1206
20e7cadd8abda707,,,,1.092443,,,,0,1207
20f12f97db16df5a,,3,8,0.776063,5,,,0,1208
20f3eb61fe57d2ac,docs\documents-atlas-index.md#chunk-878,1,8,1.017032,11,,,0,1209
2101fd311968600a,,8,16,0.951893,15,,,0,1210
21020318ca559d80,,16,7,0.900629,3,,,0,1211
210be5d30ae8c0f1,,19,12,1.10581,127,,,0,1212
211fb22b05447e83,,10,16,0.930031,18,,,0,1213
21225cb316b64788,,14,11,0.909642,8,,,0,1214
2134527dcc268490,,19,8,0.908275,183,,,0,1215
213c9fa67ebf0fb5,,17,,0.940757,,,,0,1216
213d20b739d3ee4f,,14,14,0.99431,30,,,0,1217
21407c8a8d1ae22d,,19,7,1.011752,165,,,0,1218
21417ec1801b29aa,,17,13,0.994046,28,,,0,1219
2145e441cb3b1d42,,18,4,0.847793,17,,,0,1220
214aea9af7df2a02,docs\documents-atlas-index.md#chunk-437,14,,0.933445,,,,0,1221
214d093f44202fd3,,12,16,1.004551,30,,,0,1222
214f860371afd6b7,docs\documents-atlas-index.md#chunk-685,19,11,0.967514,51,,,0,1223
21547061c3a54f68,docs\documents-atlas-index.md#chunk-1237,11,10,0.867414,14,,,0,1224
216ea817a4896c8c,docs\documents-atlas-index.md#chunk-295,11,6,0.845325,3,,,0,1225
217bec9cf59a4afb,,18,,0.933722,,,,0,1226
21817dd813d6e954,,17,11,0.909407,76,,,0,1227
218a9776b38cbc4b,,14,6,0.868594,9,,,0,1228
218d39fd6422eaf3,,19,12,0.966879,127,,,0,1229
218e7412f2ad2c91,,17,,0.858967,,,,0,1230
2193a4fa5a253dad,,10,19,0.763996,49,,,0,1231
219857ecfc02b2cf,,16,11,0.99556,26,,,0,1232
219f8e285dfec00f,,14,5,1.001811,5,,,0,1233
21b288dc71f95d0e,,8,14,1.027259,18,,,0,1234
21b53741dfc6b4d5,,,1,0.8966,,,,0,1235
21b54415f28a9c42,,5,6,0.897344,10,,,0,1236
21c65da7985858ab,,4,4,0.972163,12,,,0,1237
21cb5ba3e32cfa1e,,8,7,1.006196,6,,,0,1238
21ce41af8a8415a4,,,3,1.069287,,,,0,1239
21d0c83381292521,,,3,0.865818,,,,0,1240
21d2b8ebe80291ca,,8,18,1.022454,19,,,0,1241
21d7b44a53d5cedc,,8,17,0.932731,12,,,0,1242
21d87c585fe1717a,docs\documents-atlas-index.md#chunk-675,3,,0.813343,,,,0,1243
21d88ad80cc09822,docs\documents-atlas-index.md#chunk-916,,,0.875364,,,,0,1244
21dce9124077957d,,3,19,0.887135,24,,,0,1245
21ed1e47587c4116,,4,,0.848235,,,,0,1246
21f1c1d1519335fb,docs\documents-atlas-index.md#chunk-971,6,19,0.979643,38,,,0,1247
21f3f991e2c65bf3,docs\documents-atlas-index.md#chunk-447,7,11,0.962013,10,,,0,1248
21f4c6ca4a832177,,2,17,0.97449,9,,,0,1249
21f819f393cd93f7,,,,1.02468,,,,0,1250
21f8c9e889d3b34a,,,15,0.891848,,,,0,1251
2213a394460d2965,,19,5,0.749944,196,,,0,1252
221e1f45f46f4c90,,19,1,0.77517,75,,,0,1253
2248249632842bce,,11,19,0.736409,37,,,0,1254
224dcb8677da7e08,docs\documents-atlas-index.md#chunk-1010,17,,0.821714,,,,0,1255
22515be1edca8a99,,14,2,0.906278,7,,,0,1256
22578cdedaab3cbf,,13,3,1.111648,5,,,0,1257
2258106b6dc65ca9,,12,19,0.91978,84,,,0,1258
22711122ee5da86b,,19,8,0.885089,183,,,0,1259
227ef9ab6d783fb8,,11,19,1.003977,37,,,0,1260
227fcd2a1d667ded,,11,19,0.97871,37,,,0,1261
228626800c547fd9,docs\documents-atlas-index.md#chunk-497,11,17,0.881146,9,,,0,1262
22942d9cc943b68f,,16,10,0.901154,101,,,0,1263
229a14d58b31a4da,,19,13,0.957847,82,,,0,1264
229dab5bd6a9310e,,10,3,0.933664,5,,,0,1265
22abec0ed0f314a5,,7,1,1.102897,11,,,0,1266
22bf33afbb1737b9,docs\documents-atlas-index.md#chunk-1295,,5,1.052034,,,,0,1267
22c168c47ce36521,docs\documents-atlas-index.md#chunk-582,,,0.857108,,,,0,1268
22c4361e2f54b2bc,,,,0.993663,,,,0,1269
22d99eb0776ec4bd,,,5,1.037226,,,,0,1270
22e7841dd2ffdbe8,,,4,1.079969,,,,0,1271
22ed44b56afaed4a,,10,8,1.100972,27,,,0,1272
22f0887b050a888f,,,,0.889953,,,,0,1273
22f601f78bc2e354,,,5,0.907207,,,,0,1274
230fc52e05c06629,,12,14,1.038641,60,,,0,1275
231a66cc929c34c5,,19,11,0.970006,51,,,0,1276
231ce98c7e3054e4,,11,19,0.997748,37,,,0,1277
231fde66871c31a8,,18,3,0.920085,25,,,0,1278
233d85830bf01bea,docs\documents-atlas-index.md#chunk-248,14,19,0.930124,121,,,0,1279
233e8a5fb0a6a95b,,14,9,0.973644,11,,,0,1280
2340edefbbc182ba,,10,18,1.141301,28,,,0,1281
2346dafbdb4e8776,,19,5,0.926472,196,,,0,1282
23578447df62dd2b,,7,14,0.90607,3,,,0,1283
2359d07d4564a8f4,,10,17,0.902242,23,,,0,1284
235cfb6b4d7c5444,,18,4,0.873473,17,,,0,1285
235e58a0a06dca56,,17,8,0.902245,14,,,0,1286
235ed5a0265a3bf4,,19,,0.878944,,,,0,1287
2362a8342b52288f,,8,19,0.758641,21,,,0,1288
23634b5d52a11adc,,13,18,0.987228,18,,,0,1289
23667176a8cfa656,,19,8,0.858295,183,,,0,1290
237319e0cdfa23db,,19,9,1.078101,88,,,0,1291
237892db50bc4f46,,14,12,1.041821,21,,,0,1292
237e3fed71c53f6a,,11,10,1.041902,14,,,0,1293
2384a25081ff4cf5,,19,2,0.944167,48,,,0,1294
2386ec9c49622dad,,9,19,0.826099,70,,,0,1295
23921adf59455e4c,,10,13,0.919838,65,,,0,1296
2393eb2a1c4affb4,docs\documents-atlas-index.md#chunk-853,19,5,1.010802,196,,,0,1297
23977941ecc50832,,8,,0.869429,,,,0,1298
23a98e102d85329e,,1,,0.742143,,,,0,1299
23af5fad5ffe2e17,,8,,1.032816,,,,0,1300
23b279e18039b34e,,,15,0.847052,,,,0,1301
23b47e203383b9e2,,,1,0.823948,,,,0,1302
23bbed09f8b51c53,,9,2,0.812803,5,,,0,1303
23be1948231e860e,,5,2,1.004074,6,,,0,1304
23c20bbfb16e39a9,,4,4,1.048228,12,,,0,1305
23c312634a3e3754,,,,0.772362,,,,0,1306
23c56a96d7382658,,4,4,0.59295,12,,,0,1307
23cf0a652a45cd56,,3,5,0.817488,7,,,0,1308
23d791b35b8e0c90,docs\documents-atlas-index.md#chunk-903,,4,0.993756,,,,0,1309
23db920541e206cc,docs\documents-atlas-index.md#chunk-1279,17,18,1.018264,20,,,0,1310
23e50ebb92a9251c,,4,2,0.995805,16,,,0,1311
23e52e36706785bb,,3,2,0.866968,5,,,0,1312
23f61b37fad477d2,,3,,0.830697,,,,0,1313
23fb2d6e707a29fa,,4,,1.007438,,,,0,1314
23fc5cfeac498396,docs\documents-atlas-index.md#chunk-1090,4,4,0.95945,12,,,0,1315
2409d41ec7d460db,,12,19,0.956835,84,,,0,1316
2416e165341ef777,,19,6,0.860261,170,,,0,1317
2420a2bb0bb79203,,10,17,1.014221,23,,,0,1318
242f4db90e932f81,,12,4,0.971339,5,,,0,1319
2436b44858386656,,8,18,0.774799,19,,,0,1320
243e4f127263681e,,8,4,0.946513,7,,,0,1321
244a8d736bbb5632,,16,1,0.855089,7,,,0,1322
244d778ae370530d,,15,10,0.899974,14,,,0,1323
244ffc42a235971f,,11,4,0.931561,3,,,0,1324
24558973f260237f,,13,9,0.874636,6,,,0,1325
2455ec76be2bdcd9,,18,4,0.900511,17,,,0,1326
2457675daaead4ee,,19,9,0.98563,88,,,0,1327
245e284e8854cb26,,12,11,0.881691,13,,,0,1328
245eb1fa299fee05,,19,5,1.05039,196,,,0,1329
24666a74e8176b2f,,9,6,0.767727,5,,,0,1330
246ffd759059ce5f,,10,11,0.923498,28,,,0,1331
2489f4793288309d,,9,19,0.747255,70,,,0,1332
2498a1ef0be5acc9,,11,18,1.015297,30,,,0,1333
249d57ab15081bfa,,13,18,0.907804,18,,,0,1334
24a80af444088123,,,5,0.837239,,,,0,1335
24ad8cca21e59afc,docs\documents-atlas-index.md#chunk-20,7,2,1.092521,13,,,0,1336
24b8f406aa8e1aa9,,18,3,0.991608,25,,,0,1337
24c52ad1fd040635,,,6,0.848814,,,,0,1338
24c73856457a8219,,,,0.696095,,,,0,1339
24c7abf438751307,,,12,0.85225,,,,0,1340
24c82b6631e17ac0,,4,,0.835122,,,,0,1341
24d96b25a18b39af,,6,4,0.830839,14,,,0,1342
24ddf3313f4d1bd2,,18,1,1.074572,11,,,0,1343
24fd10a6d089a315,docs\documents-atlas-index.md#chunk-841,,8,0.902747,,,,0,1344
24fd80e3c20a600c,docs\documents-atlas-index.md#chunk-289,10,6,1.057631,10,,,0,1345
24fe019bc53a43cb,,7,3,1.083555,7,,,0,1346
2502dd4e55e17e2d,,10,14,0.976416,36,,,0,1347
250796d04662af87,,13,12,0.843574,22,,,0,1348
251d0b0507258111,,16,9,0.993712,18,,,0,1349
251ebea4c17596b0,,16,2,0.93213,4,,,0,1350
2520600a8d4c0ce1,docs\documents-atlas-index.md#chunk-1051,19,4,1.017673,58,,,0,1351
252e89e5b50208a3,,17,11,0.864446,76,,,0,1352
25328295f268e46e,,19,9,0.801838,88,,,0,1353
2534c2452d28a177,,6,18,0.870996,7,,,0,1354
2541f7a5aa3fe33d,,19,6,0.925837,170,,,0,1355
255520c53a762e2b,,8,19,0.825866,21,,,0,1356
2556942dd6c3685a,,12,15,0.943903,22,,,0,1357
255c5267cc84ba79,,14,7,0.849804,6,,,0,1358
255decdb32875b49,docs\documents-atlas-index.md#chunk-1073,19,,1.006495,,,,0,1359
256b74fc54b45000,,16,13,0.984121,18,,,0,1360
256d5dc94eb4296d,,10,1,0.995678,5,,,0,1361
256e3b5d76aa74ca,,15,6,1.049709,6,,,0,1362
2576fbf58b847195,,17,5,0.97314,9,,,0,1363
2577cd8380e4bb08,,9,12,0.850582,28,,,0,1364
257f7db86bd8a607,,16,10,0.99265,101,,,0,1365
2597758e4ffecaad,,14,19,0.993798,121,,,0,1366
2598ae6295f5e2fb,,11,14,0.98099,30,,,0,1367
259a550b99760e7b,,11,19,0.82891,37,,,0,1368
259bf97184851109,,18,5,0.870296,12,,,0,1369
25ada4d647aeae80,,,15,1.064421,,,,0,1370
25b14ba80cfaef00,,,10,0.989986,,,,0,1371
25b68a00ba7586f1,docs\documents-atlas-index.md#chunk-851,,2,0.79649,,,,0,1372
25b6a5716f2ca897,,,15,0.824047,,,,0,1373
25b70f756bba1dab,,7,,0.975217,,,,0,1374
25b78714626f3fe0,,,,0.934824,,,,0,1375
25b9fcd2e2de29b0,,12,,1.072005,,,,0,1376
25c7cd1bd4b28a14,,6,3,0.880364,10,,,0,1377
25cbb67f9bd6dc5b,,1,17,1.002804,24,,,0,1378
25cc120c06f52ef7,,4,,1.119434,,,,0,1379
25ccb73b77024fc3,,8,17,1.015567,12,,,0,1380
25d0e587165e5bc2,,7,18,0.974236,15,,,0,1381
25d4f2138ed186a4,,6,18,0.997324,7,,,0,1382
25d6d18263e9ff7e,,1,17,0.812722,24,,,0,1383
25e974186be2f3a5,,,,0.826307,,,,0,1384
25eb9d65a3710c1b,,7,5,0.719932,11,,,0,1385
25ecc6595b35a529,,1,15,0.860152,9,,,0,1386
25ef45a42f184ede,,,19,1.04943,,,,0,1387
25f40f1b34e2b9e3,,,,0.934133,,,,0,1388
25f83ea34b8ac73f,,,,0.9301,,,,0,1389
25f9b05ae7819915,,,6,0.834863,,,,0,1390
25fa7a67aed57f65,,8,3,0.671718,7,,,0,1391
25fd5e2d41a3b317,,4,,0.934268,,,,0,1392
25fe0602832dcc2c,,8,7,1.053086,6,,,0,1393
2602e86ea978f669,,19,8,0.885402,183,,,0,1394
260e7354ed35c2d7,docs\documents-atlas-index.md#chunk-763,19,10,0.912574,64,,,0,1395
2616ddf2e5a9b78f,,12,10,0.9296,7,,,0,1396
261edd6cae4f95f2,docs\documents-atlas-index.md#chunk-392,18,3,0.926956,25,,,0,1397
262076dd8d7c1de0,,19,5,0.991906,196,,,0,1398
2622830e2e0a1766,,19,6,0.948238,170,,,0,1399
2635016d2e474740,,,,0.858077,,,,0,1400
2638a28e1ce6c28d,,11,18,0.939507,30,,,0,1401
263bd44cdc6b13c7,,19,4,0.918102,58,,,0,1402
264b9ab42c572c13,,15,,0.941254,,,,0,1403
264cf38e1650eac8,,11,16,0.917122,16,,,0,1404
2652645193468a76,,11,13,0.767529,19,,,0,1405
2660fc343f40573a,,7,18,0.849322,15,,,0,1406
266a25ea2cd6c64a,,16,13,0.984413,18,,,0,1407
266b0c9f495e6484,,19,5,0.925987,196,,,0,1408
266f869fbd81608d,,15,10,0.947913,14,,,0,1409
267d6e0fe509ea2c,,9,6,0.964416,5,,,0,1410
268204e35b1a4b35,docs\documents-atlas-index.md#chunk-305,19,5,0.938155,196,,,0,1411
268c5b3799aef95b,,14,6,0.868395,9,,,0,1412
269721be848ffd53,,19,9,0.918636,88,,,0,1413
26a1bf6b346d13ff,,,,1.065757,,,,0,1414
26a1e7ec92511f5b,,6,19,0.844321,38,,,0,1415
26a3d6a7b7b6fb74,docs\CODEBASE_DIRECTORY_MAP.md#chunk-34,,12,0.845811,,,,0,1416
26a5a96233704bfe,,8,18,0.771972,19,,,0,1417
26a5bf5ef927b088,,,7,0.831468,,,,0,1418
26abde473daf7546,,9,,0.878169,,,,0,1419
26b18e3a1564f2a5,,,,0.905799,,,,0,1420
26b22d14dd35ca2a,,3,8,0.784197,5,,,0,1421
26b5152b49c28ce9,,,,0.946005,,,,0,1422
26b6c0be73b388b6,,8,17,1.021894,12,,,0,1423
26bc8855ff8b2eb7,,17,1,0.897679,4,,,0,1424
26bff3f109d9722e,,,19,0.936741,,,,0,1425
26ccc9ed8cc22219,,6,,1.085194,,,,0,1426
26cdceba671dcc54,,,13,1.104599,,,,0,1427
26d077283e3a511b,,,,0.842383,,,,0,1428
26d1b0d80c320b61,,2,18,0.886214,14,,,0,1429
26d4fc0042495664,,,3,0.823094,,,,0,1430
26d925576025bd04,docs\documents-atlas-index.md#chunk-177,,11,0.768323,,,,0,1431
26ebd35db86a2619,,7,2,1.010442,13,,,0,1432
26ee146c83c9ade8,,4,,1.0081,,,,0,1433
26f36cd7f694965d,,5,7,0.816063,6,,,0,1434
26f3bad060b27f19,,7,11,0.954162,10,,,0,1435
26f7a7737a5f4b41,,1,18,0.841013,30,,,0,1436
2704e301d3b8df7c,,9,14,0.92217,22,,,0,1437
270dbb48fc1da04e,,15,3,0.868531,6,,,0,1438
27138193b7d6745c,,13,11,0.862592,14,,,0,1439
2719829f500c4566,,19,7,0.921624,165,,,0,1440
272b890931af941a,docs\documents-atlas-index.md#chunk-482,15,6,0.927046,6,,,0,1441
272bea3f68acc0cc,,19,5,1.103436,196,,,0,1442
2730c3f3e5074274,,18,7,0.901334,19,,,0,1443
2735b7e688eb17ee,,15,16,0.969461,22,,,0,1444
2737061c6eccda34,,19,6,1.022534,170,,,0,1445
27448c1168af836e,,15,6,0.945874,6,,,0,1446
274516ff333a9d61,,18,9,0.987353,17,,,0,1447
274bb04dd70d0168,,19,5,0.937707,196,,,0,1448
274beff24736015c,,14,3,1.062226,11,,,0,1449
274d213e05a467da,,16,18,0.869612,13,,,0,1450
27508847e45b0355,,19,7,0.720235,165,,,0,1451
275b1f5e8c0b0060,,19,5,0.974289,196,,,0,1452
275d654bf147d55e,docs\documents-atlas-index.md#chunk-1171,16,10,0.894044,101,,,0,1453
2766ddb6098f43b7,,19,5,0.908025,196,,,0,1454
27712c68f91e9c5b,,12,6,0.820754,5,,,0,1455
2777ef1b462d0c95,,19,3,0.86983,52,,,0,1456
2778af1bbde2c35f,,8,,1.040656,,,,0,1457
278261676b16da18,docs\documents-atlas-index.md#chunk-719,5,14,0.86481,5,,,0,1458
279956be3c0cf139,,19,9,0.918343,88,,,0,1459
27a6dcea2a534ac2,,6,15,1.054454,11,,,0,1460
27a871cb0a008680,,,3,0.906569,,,,0,1461
27adfcca2eda1ff2,,12,,1.083158,,,,0,1462
27afc49fd39cc667,,19,6,1.044331,170,,,0,1463
27ba8464241217ce,,4,2,0.957533,16,,,0,1464
27c293c0ebbf211b,,11,7,1.065474,2,,,0,1465
27c6a2faf8bea9ff,,14,15,1.124214,11,,,0,1466
27c90c7a0f5eed3e,,1,,0.964319,,,,0,1467
27d72508eba9d4a3,,,1,0.912731,,,,0,1468
27dc226f39ece25c,docs\visualization-stack.md#chunk-3,4,,1.078034,,,,0,1469
27e35d4ae27ac756,,1,5,0.871288,6,,,0,1470
27ee310a78e34512,,3,,0.940649,,,,0,1471
27f0c44d14c57230,docs\documents-atlas-index.md#chunk-1220,,,0.928371,,,,0,1472
27f4c193ec5d7b06,docs\documents-atlas-index.md#chunk-1008,3,13,0.91427,8,,,0,1473
27fc2804958a792e,,4,1,0.841154,11,,,0,1474
280cf791b45cdbfd,,18,1,0.955202,11,,,0,1475
280d55f267c39ad6,,15,14,0.896308,18,,,0,1476
280fee1de17e42c5,docs\documents-atlas-index.md#chunk-328,18,3,0.982463,25,,,0,1477
2813dbb4f2edf921,docs\documents-atlas-index.md#chunk-725,18,6,0.956667,26,,,0,1478
28149b90867a1eab,,19,1,0.83393,75,,,0,1479
2815a46d544c30be,docs\documents-atlas-index.md#chunk-614,10,19,0.926619,49,,,0,1480
281cb1657b03dd19,docs\documents-atlas-index.md#chunk-770,1,19,0.91968,95,,,0,1481
28287213c752c846,,19,9,0.772915,88,,,0,1482
283a2cb298149e0a,docs\documents-atlas-index.md#chunk-383,10,7,0.916864,12,,,0,1483
283d8670956b42cb,,19,13,0.85834,82,,,0,1484
283f70776e7fea1a,,19,3,0.97628,52,,,0,1485
285d7377bea94248,,8,,0.921608,,,,0,1486
285f78c4db61a117,docs\documents-atlas-index.md#chunk-792,17,9,0.868844,22,,,0,1487
28637919f1ae74e6,,19,7,0.831244,165,,,0,1488
28652de5c297c701,,18,10,0.846677,57,,,0,1489
286845d60827005e,,16,14,0.806093,17,,,0,1490
28697b5624e0fbfb,,12,13,0.931401,61,,,0,1491
286cac39f56913f2,,16,2,0.905144,4,,,0,1492
286fd7696ea3c7cb,,11,18,0.950219,30,,,0,1493
2877d4a284f5b392,,14,12,0.92547,21,,,0,1494
287a6d936be74cdd,,12,,0.92294,,,,0,1495
287f1b5ea8101570,,7,3,0.916787,7,,,0,1496
2881c37e05a469d2,docs\documents-atlas-index.md#chunk-1264,11,18,0.958231,30,,,0,1497
2881fca7006b3786,,19,5,0.90272,196,,,0,1498
288329384b42e5f6,,19,11,0.87278,51,,,0,1499
2884a02bb53e1c48,,19,5,0.930451,196,,,0,1500
28863e458c3a1d71,,19,3,0.856842,52,,,0,1501
288948148ed024e8,,,,0.922869,,,,0,1502
28936151e31768aa,,19,11,0.90057,51,,,0,1503
289beb4427a1c538,,11,11,0.957758,14,,,0,1504
28a73b5092c6f529,,,1,0.816165,,,,0,1505
28a8399492ad2705,docs\documents-atlas-index.md#chunk-944,,,0.837972,,,,0,1506
28ac20421514880b,,4,3,0.893465,2,,,0,1507
28b6942e95bdaeaa,,12,14,1.027413,60,,,0,1508
28ba1c8d66b18175,,4,,0.833536,,,,0,1509
28ba462aa7b14aa8,,7,2,0.97163,13,,,0,1510
28bed1bf83f579b5,,15,16,1.138937,22,,,0,1511
28c32f3ee9b6328b,,4,1,0.859946,11,,,0,1512
28c4c5a0792c598d,,,19,0.866548,,,,0,1513
28c5618c04b5e7a9,,,,0.905275,,,,0,1514
28cb3664db2d55fc,docs\documents-atlas-index.md#chunk-694,10,2,0.995293,14,,,0,1515
28e0a6276dcf7d95,,,,0.952684,,,,0,1516
28e34a5d75d99db1,,3,,0.908482,,,,0,1517
28e6d0128d7c7742,,,,0.930917,,,,0,1518
28e763c28b66ff8f,,,15,0.819322,,,,0,1519
28ec18128e2e492f,,2,,0.904425,,,,0,1520
28f05f183439c55c,,,2,0.80225,,,,0,1521
28f6b3983a3f3b07,,1,18,0.918152,30,,,0,1522
28f8af8591abee62,,7,10,0.9641,3,,,0,1523
291076b672834860,,18,12,0.784271,53,,,0,1524
29176cb3a0783abe,,13,10,0.964533,19,,,0,1525
29190b0fc39fb725,,19,8,0.890727,183,,,0,1526
292aea19094a73d5,,18,3,0.775358,25,,,0,1527
292df557c81468e2,,18,3,0.958567,25,,,0,1528
2933309956899c3e,,9,18,0.722316,27,,,0,1529
29365731cadcb08b,,19,7,0.951561,165,,,0,1530
29394f52ba724110,,16,7,0.863059,3,,,0,1531
2941ac9e55418563,,10,12,0.917711,28,,,0,1532
294e0bac0427188b,,16,10,0.973057,101,,,0,1533
29592b6ea338af8f,,11,9,0.952079,7,,,0,1534
295dc08b5ce36cb8,,11,19,0.925869,37,,,0,1535
29623a0ddc1a1f5d,,11,6,1.007306,3,,,0,1536
29660dff91adbcc1,,18,11,1.070755,40,,,0,1537
2971895e9e7730fd,,11,19,0.885102,37,,,0,1538
298465f91306958a,,16,14,0.776335,17,,,0,1539
2984ddf55ae6e1a6,,18,10,1.072375,57,,,0,1540
29940dfd87503f7a,docs\documents-atlas-index.md#chunk-961,11,14,0.940794,30,,,0,1541
2999879b6b639245,,,,0.814812,,,,0,1542
299ac25c4f630eed,,10,19,0.808968,49,,,0,1543
29a34f8421757a3f,,5,6,0.790409,10,,,0,1544
29a552f1f92f3420,docs\documents-atlas-index.md#chunk-631,,6,0.981324,,,,0,1545
29a60d2f86f617ab,,4,,0.953803,,,,0,1546
29accd7230ec7548,,9,,0.911177,,,,0,1547
29b5fcb824f29457,docs\documents-atlas-index.md#chunk-606,,12,0.972357,,,,0,1548
29be3ed647909b25,,5,6,0.816588,10,,,0,1549
29bf9619bcd565fa,,8,,0.955612,,,,0,1550
29c1ec7923fb852c,,6,,0.959279,,,,0,1551
29d78a1d5291e09f,,,2,0.841178,,,,0,1552
29eb0ca96ae225d5,,6,,0.981539,,,,0,1553
29ece9cf1f05a8df,,1,19,1.029805,95,,,0,1554
29ed5e0dabc4b387,,4,,0.894476,,,,0,1555
29ff91312f73a2ef,docs\documents-atlas-index.md#chunk-894,1,19,1.007637,95,,,0,1556
2a076de874053afa,,17,15,0.892052,78,,,0,1557
2a0e7f18ac4a9176,,16,2,0.797988,4,,,0,1558
2a28919afc646c75,,15,8,0.976546,16,,,0,1559
2a2f3209b5341b77,docs\documents-atlas-index.md#chunk-440,19,,0.905183,,,,0,1560
2a327b69910e1e99,docs\documents-atlas-index.md#chunk-1266,19,1,0.784906,75,,,0,1561
2a43a612e16052c3,,19,10,1.013051,64,,,0,1562
2a450ac15112acac,,17,13,0.973809,28,,,0,1563
2a48f9c61712af49,,,16,0.835543,,,,0,1564
2a4f84c2f26b4a87,docs\documents-atlas-index.md#chunk-459,19,,0.824091,,,,0,1565
2a57a761c4e886e6,,14,15,0.930357,11,,,0,1566
2a644c38337cb57d,,18,10,0.873124,57,,,0,1567
2a64c13b4d3b0c8c,,9,19,0.904307,70,,,0,1568
2a68fa1a61a9a109,,11,12,1.002549,53,0.9900000000000001,,0,1569
2a6abe234b753de1,,17,,0.927775,,,,0,1570
2a723e96d7901150,,6,1,0.917815,19,,,0,1571
2a7cd37216185419,,,19,0.9695,,,,0,1572
2a806036378c6611,,19,7,0.925092,165,,,0,1573
2a82312349bbfc66,,13,12,0.934094,22,,,0,1574
2a859ef22241b657,,17,11,0.872566,76,,,0,1575
2a86ac45e700ef57,,5,11,0.898809,2,,,0,1576
2a89a7da4291b0e7,,18,13,0.890391,53,,,0,1577
2a8c55d9aa53e57a,,17,11,0.857308,76,,,0,1578
2a8ec48c55751070,docs\documents-atlas-index.md#chunk-1277,13,15,1.043062,41,,,0,1579
2a9a32a09bcfe418,,18,11,0.989304,40,,,0,1580
2a9c6da5fe477520,docs\KARPATHY_PIPELINE_ARCHITECTURE.md#chunk-1,12,,0.863237,,,,0,1581
2a9daf51e87c873f,,15,1,0.784843,6,,,0,1582
2aa057de24d678d3,,17,15,1.025748,78,,,0,1583
2aa13d6ef3212af2,docs\documents-atlas-index.md#chunk-1137,2,5,1.002748,1,,,0,1584
2aa8fd19442f44db,,3,,1.084397,,,,0,1585
2aaced53a892830d,,9,2,0.882379,5,,,0,1586
2ace247b07525ca8,docs\documents-atlas-index.md#chunk-943,1,2,1.038227,6,,,0,1587
2ad3cf147061848c,,,17,0.87596,,,,0,1588
2ad7b037db800d19,,2,18,0.87777,14,,,0,1589
2ae56acfdd4ae104,,,9,1.065548,,,,0,1590
2aed9eed40a5ccad,,17,15,1.160602,78,,,0,1591
2af96575f64e1c0c,,8,7,0.955289,6,,,0,1592
2afdfb7e7bacf9bd,,12,,1.073344,,,,0,1593
2b01d94caf476384,docs\documents-atlas-index.md#chunk-1244,18,6,1.003964,26,,,0,1594
2b10e727c0cafa38,,19,2,0.992092,48,,,0,1595
2b1df3de79ef2f9c,,19,,1.0734,,,,0,1596
2b20c83037b93c63,,10,15,0.96976,33,,,0,1597
2b2d46820cb5997d,,17,16,0.959094,14,,,0,1598
2b32207ec5a4087a,,16,15,0.904153,43,,,0,1599
2b33871a80aa66ef,,17,17,0.858513,51,,,0,1600
2b33f2e53c08319c,,4,19,0.921815,25,,,0,1601
2b37df787527e70e,,11,12,0.957264,53,0.9900000000000001,,0,1602
2b3b13e7c999a2be,docs\documents-atlas-index.md#chunk-831,18,14,0.857844,36,,,0,1603
2b3f65c19c997082,docs\documents-atlas-index.md#chunk-1242,17,11,0.887809,76,,,0,1604
2b3fd9ba6b9087ab,,14,19,0.956497,121,,,0,1605
2b48fb2a5ed18f52,,10,14,0.977493,36,,,0,1606
2b628137398f76f9,,17,15,0.875248,78,,,0,1607
2b641a56cc94a61b,,16,10,0.955697,101,,,0,1608
2b73b921c4defef2,,19,1,0.976617,75,,,0,1609
2b74146353af6d94,docs\documents-atlas-index.md#chunk-734,19,1,0.961507,75,,,0,1610
2b7455cf74ace630,,18,12,1.016574,53,,,0,1611
2b749179759e7749,,19,8,0.834239,183,,,0,1612
2b79edd8ab256635,,12,,0.881863,,,,0,1613
2b8070a47c7392a6,docs\documents-atlas-index.md#chunk-1025,17,15,0.880208,78,,,0,1614
2b8b62080269cd66,,14,11,0.941497,8,,,0,1615
2b97a6e803af8ff1,,19,,1.041682,,,,0,1616
